Model,True,Predicted_Proba
Random Forest,0,0.2469228190726945
Random Forest,0,0.27166135682932974
Random Forest,1,0.5706636926096154
Random Forest,0,0.4296160656753787
Random Forest,0,0.15392619142627825
Random Forest,1,0.9159009873834266
Random Forest,0,0.30114983903570375
Random Forest,1,0.4252715774213129
Random Forest,0,0.37123165752774107
Random Forest,0,0.26638151233100676
Random Forest,0,0.7250652670776906
Random Forest,1,0.8689352474149659
Random Forest,1,0.3179078745053864
Random Forest,0,0.7542553028654868
Random Forest,0,0.6524825385724295
Random Forest,0,0.25160916462115285
Random Forest,0,0.5345506817346599
Random Forest,1,0.9068884772441282
Random Forest,1,0.8550248386453215
Random Forest,0,0.18906096418540105
Random Forest,0,0.31427962425412775
Random Forest,0,0.27892012714680026
Random Forest,0,0.23332444684394013
Random Forest,0,0.27671077792726495
Random Forest,0,0.4428180395101521
Random Forest,0,0.261681346488179
Random Forest,0,0.25396429663992093
Random Forest,0,0.5989674262732801
Random Forest,1,0.8714186485126376
Random Forest,0,0.1570843835965644
Random Forest,1,0.4462309797527396
Random Forest,0,0.5319888690723511
Random Forest,0,0.13737540262585882
Random Forest,0,0.10071368749287445
Random Forest,1,0.37422480875579467
Random Forest,0,0.09399450276501554
Random Forest,1,0.3273744757719789
Random Forest,1,0.8714576872992272
Random Forest,0,0.2751435056598625
Random Forest,0,0.2245081429247089
Random Forest,0,0.21417972518686715
Random Forest,0,0.3579806261672301
Random Forest,0,0.4121927175772869
Random Forest,1,0.49426824067047315
Random Forest,0,0.17512221284018267
Random Forest,0,0.18872806608518716
Random Forest,0,0.5917052279225311
Random Forest,0,0.1715620858368739
Random Forest,0,0.2531879754268337
Random Forest,1,0.2551949287736948
Random Forest,0,0.22785809859346187
Random Forest,0,0.12913340633675374
Random Forest,0,0.5232821824632127
Random Forest,0,0.0990161225471287
Random Forest,0,0.11549540305925605
Random Forest,1,0.42374596148121774
Random Forest,0,0.8391671612693363
Random Forest,0,0.6959153850136723
Random Forest,0,0.23705824018209132
Random Forest,0,0.20154263095522887
Random Forest,0,0.21419936296904848
Random Forest,1,0.39158460253051025
Random Forest,0,0.22339746962412574
Random Forest,0,0.4294006103210533
Random Forest,0,0.2455139845881116
Random Forest,1,0.8137808127249139
Random Forest,0,0.49287891181431803
Random Forest,0,0.24979304349726747
Random Forest,0,0.1840395642341257
Random Forest,0,0.41133601825033284
Random Forest,0,0.2239066164849135
Random Forest,0,0.29380975802250064
Random Forest,0,0.5530263041728997
Random Forest,0,0.2907568485799075
Random Forest,0,0.32855354558140065
Random Forest,0,0.18249575738319979
Random Forest,0,0.16561875159141376
Random Forest,0,0.5685494191236626
Random Forest,0,0.3514048570666415
Random Forest,0,0.3011213547250444
Random Forest,0,0.14709110550017254
Random Forest,1,0.8356954692729619
Random Forest,1,0.3175014784419669
Random Forest,1,0.84392072373922
Random Forest,0,0.33721100759879974
Random Forest,1,0.8903426007710916
Random Forest,0,0.2690940072881286
Random Forest,0,0.2853035528635158
Random Forest,1,0.42335972979498865
Random Forest,0,0.4610211221397453
Random Forest,0,0.38563467974495125
Random Forest,0,0.21104805851259603
Random Forest,1,0.8460124997493632
Random Forest,0,0.6576278579624837
Random Forest,0,0.7951738577932923
Random Forest,0,0.17321688635726817
Random Forest,0,0.30481661734397647
Random Forest,0,0.3063628613993453
Random Forest,0,0.5698155325556127
Random Forest,0,0.35726367358817734
Random Forest,0,0.3168324589768068
Random Forest,0,0.17072341252179338
Random Forest,1,0.5492256393039591
Random Forest,0,0.3224012472312453
Random Forest,1,0.7363167914781331
Random Forest,0,0.2895312938917172
Random Forest,0,0.2053237581037292
Random Forest,0,0.16071999708769147
Random Forest,0,0.28204851488449956
Random Forest,0,0.20753286741113175
Random Forest,1,0.7496121366138082
Random Forest,0,0.25294149142649514
Random Forest,0,0.5658022644378712
Random Forest,1,0.3355210985502811
Random Forest,0,0.06951655440516914
Random Forest,0,0.8025307488662
Random Forest,1,0.16302479164267034
Random Forest,0,0.07871543492878602
Random Forest,0,0.2288362033219328
Random Forest,1,0.8290964639117611
Random Forest,0,0.6383240058122918
Random Forest,0,0.3468452347792994
Random Forest,0,0.8988650984789153
Random Forest,1,0.5354106308311377
Random Forest,0,0.13504478659222297
Random Forest,0,0.2616470436852001
Random Forest,0,0.45141537227765083
Random Forest,0,0.28033550487666703
Random Forest,1,0.4197210699822502
Random Forest,0,0.3313601441489272
Random Forest,0,0.12990146107633616
Random Forest,0,0.4169863075064681
Random Forest,0,0.1802328070442947
Random Forest,0,0.14782864513905686
Random Forest,1,0.667187171918512
Random Forest,0,0.13148239206917053
Random Forest,0,0.8286216755338437
Random Forest,0,0.8314577955692444
Random Forest,0,0.3070374236593154
Random Forest,0,0.18692533933033445
Random Forest,0,0.150089597302274
Random Forest,1,0.8847365201150639
Random Forest,0,0.1205683046819981
Random Forest,0,0.3202084593700549
Random Forest,0,0.6034582873101897
Random Forest,0,0.09157717977968448
Random Forest,0,0.19924396449297677
Random Forest,0,0.32004714793338596
Random Forest,0,0.1318635674527525
Random Forest,0,0.17266684090682322
Random Forest,0,0.6372782672035614
Random Forest,0,0.27956186812710065
Random Forest,1,0.22059198601202362
Random Forest,0,0.1478400260231133
Random Forest,0,0.2381235672502012
Random Forest,0,0.34838256502402437
Random Forest,1,0.8370512411521875
Random Forest,0,0.28824754751968396
Random Forest,0,0.21198802474455827
Random Forest,0,0.5870840087311167
Random Forest,0,0.2460027619787406
Random Forest,1,0.8915009907915777
Random Forest,0,0.6212207485306922
Random Forest,1,0.6630277493439738
Random Forest,1,0.8545390127670122
Random Forest,0,0.10758926858948838
Random Forest,1,0.31204162280258685
Random Forest,0,0.8887689019396021
Random Forest,1,0.17399683545671948
Random Forest,0,0.2990240360365297
Random Forest,0,0.18502148736769608
Random Forest,0,0.2622066621576566
Random Forest,0,0.8912148520101992
Random Forest,1,0.7860213596160261
Random Forest,0,0.10599612101294131
Random Forest,0,0.30817640535181473
Random Forest,0,0.09440834385126362
Random Forest,1,0.19103807092138309
Random Forest,0,0.3419388783638523
Random Forest,1,0.3021686864798473
Random Forest,0,0.20935768033692223
Random Forest,0,0.5100640217286017
Random Forest,0,0.27769756934588047
Random Forest,0,0.1178232668543363
Random Forest,0,0.2162087914125875
Random Forest,0,0.18984191298629263
Random Forest,1,0.931102946423166
Random Forest,0,0.4980440461349898
Random Forest,1,0.649648221573218
Random Forest,0,0.2914664658086375
Random Forest,0,0.14114175043596028
Random Forest,1,0.2186278583368292
Random Forest,0,0.6984639420578449
Random Forest,0,0.12816482890415176
Random Forest,0,0.1045854109619771
Random Forest,1,0.509073407258976
Random Forest,0,0.32420908129811593
Random Forest,0,0.2891839490218424
Random Forest,1,0.7928516060921055
Random Forest,1,0.8080347300397516
Random Forest,0,0.19891789236469978
Random Forest,1,0.37756956033114286
Random Forest,0,0.18265187480023923
Random Forest,0,0.2661078251267026
Random Forest,1,0.8688696630051449
Random Forest,0,0.2463768902705135
Random Forest,0,0.3630667246489313
Random Forest,0,0.2432850677853237
Random Forest,1,0.30151471873768276
Random Forest,0,0.6023771267179112
Random Forest,0,0.3078757133563999
Random Forest,0,0.23812430959807362
Random Forest,0,0.24525792678927985
Random Forest,1,0.654910335101238
Random Forest,0,0.23987834446192757
Random Forest,0,0.24594989799166014
Random Forest,1,0.8929661382703428
Random Forest,0,0.3229981422582823
Random Forest,0,0.417824304365385
Random Forest,0,0.4822136164321499
Random Forest,0,0.22221638244187059
Random Forest,0,0.2311529324926418
Random Forest,1,0.9083932361591193
Random Forest,0,0.23287606929530597
Random Forest,0,0.32939231607356967
Random Forest,0,0.4519601250272764
Random Forest,0,0.2287651622779482
Random Forest,0,0.3596513569342351
Random Forest,0,0.243469304995915
Random Forest,1,0.11138089132073357
Random Forest,0,0.3057218378333478
Random Forest,0,0.4101716616091858
Random Forest,1,0.26742188314173015
Random Forest,1,0.814548014523415
Random Forest,0,0.21749343832530385
Random Forest,0,0.16417557116308032
Random Forest,0,0.19234040370098993
Random Forest,1,0.23141587204023092
Random Forest,0,0.6196773425607741
Random Forest,0,0.24399573187760623
Random Forest,1,0.445742926074836
Random Forest,0,0.22794877882017883
Random Forest,0,0.9202479807946553
Random Forest,0,0.20700826482680118
Random Forest,0,0.12061910079256564
Random Forest,0,0.2884885030863946
Random Forest,1,0.8983096063493383
Random Forest,1,0.9176133560853197
Random Forest,0,0.15670010734679798
Random Forest,0,0.5428636886988315
Random Forest,0,0.3994538744737175
Random Forest,1,0.6748841235224564
Random Forest,0,0.7167797120412609
Random Forest,0,0.2287208479050159
Random Forest,0,0.4369537608481202
Random Forest,0,0.8638325664389298
Random Forest,0,0.4915182749547104
Random Forest,0,0.10634770182780778
Random Forest,0,0.3393669847969371
Random Forest,0,0.17362487546828054
Random Forest,0,0.31346707598811924
Random Forest,1,0.7953910289905417
Random Forest,0,0.24365875885550445
Random Forest,0,0.23006313381407995
Random Forest,0,0.17043162003473097
Random Forest,0,0.23473724671413282
Random Forest,0,0.2959802751245785
Random Forest,0,0.1843574122224255
Random Forest,0,0.3540222656205815
Random Forest,0,0.2724783741368537
Random Forest,1,0.9724466905210022
Random Forest,0,0.16598352846564496
Random Forest,0,0.30638228464341855
Random Forest,0,0.5262860947339955
Random Forest,0,0.14180384278330593
Random Forest,1,0.6684549303327578
Random Forest,0,0.1459931439508089
Random Forest,0,0.1509337934483591
Random Forest,1,0.5530153790231321
Random Forest,1,0.2760345789128028
Random Forest,0,0.3102834440141056
Random Forest,0,0.7197189800093446
Random Forest,0,0.15534075671390046
Random Forest,0,0.2480771536368276
Random Forest,0,0.1325168455180813
Random Forest,1,0.410206249166008
Random Forest,0,0.13723620956099564
Random Forest,0,0.24183081772291345
Random Forest,0,0.27818159582994545
Random Forest,0,0.8392876878043682
Random Forest,1,0.5535915996707983
Random Forest,0,0.13683962970889524
Random Forest,1,0.14147385084756814
Random Forest,0,0.27870244151823587
Random Forest,1,0.8638070040911215
Random Forest,1,0.3195730254596103
Random Forest,0,0.32354681258579016
Random Forest,0,0.14298455033326998
Random Forest,0,0.16203528517159818
Random Forest,0,0.40059056360072454
Random Forest,0,0.6349903924728689
Random Forest,0,0.5178215796467724
Random Forest,0,0.21498404348238254
Random Forest,0,0.11602086000913203
Random Forest,0,0.15820353512319843
Random Forest,0,0.6205518182596687
Random Forest,0,0.18209400524647198
Random Forest,0,0.3988769900302215
Random Forest,1,0.14788742647127737
Random Forest,0,0.27673671791246074
Random Forest,0,0.1996601800000891
Random Forest,1,0.7856817743718894
Random Forest,0,0.39084259583470926
Random Forest,0,0.19824200806550762
Random Forest,0,0.35634289683054227
Random Forest,0,0.11044630122446794
Random Forest,0,0.5988458130692715
Random Forest,0,0.5370117946473608
Random Forest,0,0.09959490926446643
Random Forest,0,0.27893494433678045
Random Forest,1,0.4269264501755928
Random Forest,0,0.22958899730539076
Random Forest,0,0.45190956448852587
Random Forest,0,0.32726632045008053
Random Forest,0,0.10970070868897684
Random Forest,0,0.4979981875886055
Random Forest,1,0.40851370842577983
Random Forest,0,0.3052269446970744
Random Forest,1,0.9196596384764116
Random Forest,0,0.15846123200216725
Random Forest,0,0.4943120021150352
Random Forest,0,0.11990378842783384
Random Forest,0,0.1987359489701857
Random Forest,0,0.1091009166981223
Random Forest,1,0.6757883254777076
Random Forest,1,0.5300237905521766
Random Forest,1,0.6298967294228099
Random Forest,0,0.28594622109835
Random Forest,1,0.8612733299819736
Random Forest,0,0.6554017457285775
Random Forest,1,0.26273801995622675
Random Forest,1,0.6702793635300428
Random Forest,1,0.17054730015008196
Random Forest,0,0.1798547426296885
Random Forest,0,0.08551090243788112
Random Forest,1,0.6267907887304499
Random Forest,0,0.4917467924677234
Random Forest,0,0.18494510475009698
Random Forest,0,0.10526293636328787
Random Forest,1,0.2998352909295457
Random Forest,0,0.2335601539648974
Random Forest,1,0.8998010272786817
Random Forest,0,0.6698256167897498
Random Forest,0,0.25388997619316395
Random Forest,0,0.21876192465906874
Random Forest,0,0.32213520499077164
Random Forest,1,0.8284209771799388
Random Forest,0,0.41068393276064463
Random Forest,0,0.2682165005910142
Random Forest,0,0.33938282823014293
Random Forest,0,0.06794926391996872
Random Forest,1,0.8082294358055264
Random Forest,0,0.30781171478520475
Random Forest,1,0.8431183567777364
Random Forest,1,0.3475615779765883
Random Forest,1,0.9119442053707766
Random Forest,0,0.26460632236319925
Random Forest,0,0.2722879717511646
Random Forest,0,0.24507580323243297
Random Forest,1,0.5028503823590544
Random Forest,0,0.1699235641130074
Random Forest,0,0.2926840564576526
Random Forest,0,0.3474814392060206
Random Forest,1,0.3299944737417136
Random Forest,0,0.09006359046992225
Random Forest,0,0.24423755947252587
Random Forest,1,0.7275239936599188
Random Forest,0,0.2388558867066799
Random Forest,0,0.24571085527528427
Random Forest,0,0.43952884854716834
Random Forest,0,0.1738112683222859
Random Forest,0,0.35285898885120653
Random Forest,0,0.2699175293315409
Random Forest,1,0.8330198030148368
Random Forest,1,0.8006949914544335
Random Forest,0,0.2111672439581283
Random Forest,0,0.6545569457203594
Random Forest,0,0.2580520374259455
Random Forest,0,0.4630752717159179
Random Forest,1,0.7619025903346902
Random Forest,0,0.9100278013728136
Random Forest,0,0.2688435463928518
Random Forest,1,0.595043408635531
Random Forest,1,0.9064904876807536
Random Forest,0,0.4150049044491781
Random Forest,0,0.1223313983388063
Random Forest,0,0.36757124378718403
Random Forest,0,0.3172347015946418
Random Forest,1,0.2827528292534799
Random Forest,0,0.2600845016900786
Random Forest,0,0.21817201170283024
Random Forest,0,0.17748046595698572
Random Forest,0,0.6531780713984624
Random Forest,0,0.1169143972924053
Random Forest,0,0.14801841987175768
Random Forest,0,0.41060136526501995
Random Forest,0,0.4592792754670072
Random Forest,0,0.478368392953341
Random Forest,0,0.16862077252051577
Random Forest,0,0.2167992972487266
Random Forest,1,0.2940194019094427
Random Forest,1,0.7691412138116306
Random Forest,1,0.8993845182393382
Random Forest,1,0.8306761729640978
Random Forest,0,0.19203246034975446
Random Forest,1,0.317881724440545
Random Forest,0,0.11011601396856538
Random Forest,1,0.7152606236983119
Random Forest,1,0.31800164143871346
Random Forest,1,0.6050654690205584
Random Forest,0,0.15207159230336384
Random Forest,0,0.29306490136034696
Random Forest,1,0.371650482410659
Random Forest,0,0.43722291179965056
Random Forest,0,0.22672859464699027
Random Forest,0,0.32353327691644773
Random Forest,0,0.10865849959441848
Random Forest,0,0.3730732908036067
Random Forest,0,0.15920527010739252
Random Forest,0,0.23050191904309872
Random Forest,1,0.2572793961222204
Random Forest,1,0.25425484882528737
Random Forest,0,0.10659767210043547
Random Forest,0,0.3213964633323427
Random Forest,1,0.8323431768589065
Random Forest,0,0.30870539218710874
Random Forest,0,0.1012407772549894
Random Forest,1,0.9345560488845007
Random Forest,1,0.8153680550485959
Random Forest,0,0.30537315927415826
Random Forest,0,0.5574114572277281
Random Forest,0,0.16360143646498324
Random Forest,0,0.23275291443096296
Random Forest,1,0.1549748082495018
Random Forest,0,0.1620959758615346
Random Forest,0,0.3978621383415223
Random Forest,1,0.5118087719249398
Random Forest,0,0.2472024699986941
Random Forest,1,0.37577401142659056
Random Forest,1,0.6629259878174661
Random Forest,0,0.5975339877563285
Random Forest,0,0.8086246802396275
Random Forest,0,0.647397430926687
Random Forest,1,0.8797723286851806
Random Forest,0,0.34537840278447746
Random Forest,0,0.21806971860817903
Random Forest,0,0.18773549038527806
Random Forest,0,0.18147357312298706
Random Forest,0,0.20575829892564698
Random Forest,0,0.34522710156781455
Random Forest,1,0.2372093600802861
Random Forest,0,0.38346639784283826
Random Forest,0,0.8523991542868562
Random Forest,0,0.43804333259206163
Random Forest,0,0.17946397601841668
Random Forest,0,0.41618448478521286
Random Forest,0,0.14724167000696015
Random Forest,0,0.24687846188417534
Random Forest,0,0.3348688190219782
Random Forest,0,0.20260053427060698
Random Forest,0,0.17013633107639195
Random Forest,0,0.3427438286569341
Random Forest,0,0.1527958444080638
Random Forest,0,0.5287907187437176
Random Forest,1,0.28722217200680267
Random Forest,0,0.25022475071768935
Random Forest,0,0.3293009210845548
Random Forest,0,0.4641177368455689
Random Forest,0,0.318602092466589
Random Forest,1,0.2519096442747513
Random Forest,0,0.28241958888140956
Random Forest,0,0.32414802821793537
Random Forest,1,0.7969068061640613
Random Forest,0,0.16706854728723325
Random Forest,0,0.3090419934451765
Random Forest,0,0.40661525174226076
Random Forest,0,0.3387904405720985
Random Forest,0,0.16451382178091786
Random Forest,0,0.3258989963227725
Random Forest,0,0.17759771957446543
Random Forest,0,0.5616170566345668
Random Forest,0,0.2519889807479221
Random Forest,0,0.12052499990582928
Random Forest,0,0.17503662097736938
Random Forest,1,0.16863157479098606
Random Forest,0,0.5573216084858915
Random Forest,0,0.0941915826950723
Random Forest,0,0.1563347183750633
Random Forest,0,0.5101424631575934
Random Forest,1,0.9013055213213521
Random Forest,0,0.10483658614309956
Random Forest,0,0.3887140660934575
Random Forest,0,0.4941061888847677
Random Forest,0,0.17649637401548854
Random Forest,0,0.15480887631288343
Random Forest,0,0.45254988435174587
Random Forest,0,0.3583485351704553
Random Forest,0,0.17521720631466814
Random Forest,0,0.6770260249061931
Random Forest,0,0.1496552123130149
Random Forest,0,0.27722774296633923
Random Forest,0,0.12927339476209165
Random Forest,1,0.2917681763268676
Random Forest,0,0.45164437620055986
Random Forest,0,0.12638849516898285
Random Forest,1,0.16248324803107358
Random Forest,1,0.8554053621814982
Random Forest,0,0.17968640543964856
Random Forest,0,0.3073256547833717
Random Forest,0,0.24136077997463462
Random Forest,0,0.17953643149227538
Random Forest,0,0.8900374622882029
Random Forest,0,0.3706885341552735
Random Forest,0,0.13046133077774708
Random Forest,0,0.18171161325955615
Random Forest,0,0.09755803992011444
Random Forest,0,0.17981821154307187
Random Forest,1,0.24963363220399326
Random Forest,0,0.19274040983760832
Random Forest,0,0.23248642968463964
Random Forest,1,0.3409994440028176
Random Forest,0,0.13900223915477863
Random Forest,0,0.1619892082352354
Random Forest,0,0.42007849387510954
Random Forest,0,0.5084233285195456
Random Forest,0,0.25096723295053963
Random Forest,1,0.8723024323282028
Random Forest,1,0.4236603582940938
Random Forest,0,0.20492129753467844
Random Forest,0,0.08357228185387784
Random Forest,0,0.2852388654323061
Random Forest,1,0.08652950533977957
Random Forest,0,0.25597189516405217
Random Forest,0,0.10255764543853582
Random Forest,0,0.6724926516503742
Random Forest,0,0.20483914575390114
Random Forest,1,0.784617398375225
Random Forest,0,0.2537322918675595
Random Forest,0,0.27598981815459694
Random Forest,0,0.27286968101011666
Random Forest,0,0.39352089213762603
Random Forest,0,0.38215350553056043
Random Forest,0,0.2818874131721623
Random Forest,0,0.14345978675305462
Random Forest,0,0.36042046686771434
Random Forest,0,0.31575129182765843
Random Forest,0,0.07876500435961714
Random Forest,0,0.5035773283512264
Random Forest,0,0.2796825350743357
Random Forest,0,0.32247825748278297
Random Forest,0,0.22341712028958477
Random Forest,0,0.11973015721589154
Random Forest,1,0.6557397727709077
Random Forest,0,0.107191435058764
Random Forest,0,0.6445039255710907
Random Forest,1,0.8905869585791788
Random Forest,0,0.12860492410649793
Random Forest,0,0.1960869829789326
Random Forest,0,0.48432806493846614
Random Forest,0,0.548824647170609
Random Forest,1,0.7878348384210354
Random Forest,0,0.4223875942900153
Random Forest,0,0.2007032253758366
Random Forest,0,0.6981655858073421
Random Forest,1,0.25220205916393346
Random Forest,0,0.20575982487458583
Random Forest,0,0.48507415621968514
Random Forest,0,0.3264532530077484
Random Forest,0,0.23682951476813996
Random Forest,0,0.4049745575879502
Random Forest,0,0.15884898210045162
Random Forest,0,0.14255828136561904
Random Forest,1,0.8963724610058992
Random Forest,0,0.332007269723488
Random Forest,0,0.3955707492035133
Random Forest,0,0.28364111181984974
Random Forest,0,0.2982050701161425
Random Forest,0,0.4105675188841405
Random Forest,0,0.36755504295764857
Random Forest,0,0.3643210108397082
Random Forest,0,0.3080373486005341
Random Forest,0,0.3041353012354968
Random Forest,0,0.20151196240226377
Random Forest,0,0.18724322685090267
Random Forest,0,0.21409870960720315
Random Forest,1,0.9753755941605327
Random Forest,0,0.31656167262972423
Random Forest,0,0.3189032503192255
Random Forest,0,0.6673712550626542
Random Forest,0,0.25900004475578936
Random Forest,0,0.15018678953189732
Random Forest,1,0.9257708199365051
Random Forest,0,0.3639913146262049
Random Forest,1,0.8859778419621057
Random Forest,0,0.11721788640033197
Random Forest,0,0.3401476349535431
Random Forest,0,0.18822397802822557
Random Forest,0,0.1473043957302872
Random Forest,0,0.1580828945760358
Random Forest,1,0.6998085932424337
Random Forest,1,0.33846408376532827
Random Forest,1,0.469054215168141
Random Forest,1,0.9050936021992727
Random Forest,0,0.1760869021755035
Random Forest,0,0.3248891037812076
Random Forest,0,0.3236272108740073
Random Forest,0,0.26644634840138165
Random Forest,0,0.1835745978045246
Random Forest,0,0.09734934926589013
Random Forest,1,0.3491350290140772
Random Forest,1,0.41746961916098135
Random Forest,0,0.19835450357232656
Random Forest,0,0.18792096813870984
Random Forest,0,0.15175206024101656
Random Forest,1,0.4278043177240755
